100	0.00000001	6.118	007	001
200	0.00000001	7.116	008	001
300	0.00000002	7.491	009	001
400	0.00000002	8.116	009	001
500	0.00000002	8.225	009	001
600	0.00000002	8.491	010	001
700	0.00000002	8.643	010	001
800	0.00000002	9.115	010	001
900	0.00000002	9.201	010	001
1000	0.00000002	9.225	010	001
1100	0.00000002	9.447	011	001
1200	0.00000002	9.489	011	001
1300	0.00000002	9.632	011	001
1400	0.00000002	9.643	011	001
1500	0.00000002	9.685	011	001
1600	0.00000002	10.115	011	001
1700	0.00000002	10.130	011	001
1800	0.00000002	10.201	011	001
1900	0.00000002	10.205	011	001
2000	0.00000002	10.225	011	001
2100	0.00000002	10.434	012	001
2200	0.00000002	10.447	012	001
2300	0.00000002	10.452	012	001
2400	0.00000002	10.489	012	001
2500	0.00000002	10.505	012	001
2600	0.00000002	10.632	012	001
2700	0.00000002	10.640	012	001
2800	0.00000002	10.643	012	001
2900	0.00000002	10.676	012	001
3000	0.00000002	10.685	012	001
3100	0.00000002	11.110	012	001
3200	0.00000002	11.115	012	001
3300	0.00000002	11.117	012	001
3400	0.00000002	11.130	012	001
3500	0.00000002	11.135	012	001
3600	0.00000002	11.201	012	001
3700	0.00000002	11.202	012	001
3800	0.00000002	11.205	012	001
3900	0.00000002	11.221	012	001
4000	0.00000002	11.225	012	001
4100	0.00000002	11.433	013	001
4200	0.00000002	11.434	013	001
4300	0.00000002	11.437	013	001
4400	0.00000002	11.447	013	001
4500	0.00000002	11.450	013	001
4600	0.00000002	11.452	013	001
4700	0.00000002	11.486	013	001
4800	0.00000002	11.489	013	001
4900	0.00000002	11.500	013	001
5000	0.00000002	11.504	013	001
5100	0.00000002	11.506	013	001
5200	0.00000002	11.631	013	001
5300	0.00000002	11.633	013	001
5400	0.00000002	11.639	013	001
5500	0.00000002	11.640	013	001
5600	0.00000002	11.643	013	001
5700	0.00000002	11.674	013	001
5800	0.00000002	11.675	013	001
5900	0.00000002	11.684	013	001
6000	0.00000002	11.685	013	001
6100	0.00000002	11.688	013	001
6200	0.00000002	12.110	013	001
6300	0.00000002	12.111	013	001
6400	0.00000002	12.115	013	001
6500	0.00000002	12.115	013	001
6600	0.00000002	12.117	013	001
6700	0.00000002	12.129	013	001
6800	0.00000002	12.130	013	001
6900	0.00000002	12.130	013	001
7000	0.00000002	12.135	013	001
7100	0.00000002	12.136	013	001
7200	0.00000002	12.201	013	001
7300	0.00000002	12.202	013	001
7400	0.00000002	12.202	013	001
7500	0.00000002	12.204	013	001
7600	0.00000002	12.205	013	001
7700	0.00000002	12.220	013	001
7800	0.00000002	12.220	013	001
7900	0.00000002	12.221	013	001
8000	0.00000002	12.225	013	001
8100	0.00000002	12.226	013	001
8200	0.00000002	12.433	014	001
8300	0.00000002	12.433	014	001
8400	0.00000002	12.434	014	001
8500	0.00000002	12.436	014	001
8600	0.00000002	12.437	014	001
8700	0.00000002	12.438	014	001
8800	0.00000002	12.446	014	001
8900	0.00000002	12.447	014	001
9000	0.00000002	12.450	014	001
9100	0.00000002	12.452	014	002
9200	0.00000002	12.452	014	001
9300	0.00000002	12.485	014	001
9400	0.00000002	12.486	014	001
9500	0.00000002	12.488	014	001
9600	0.00000002	12.489	014	001
9700	0.00000002	12.489	014	001
9800	0.00000002	12.500	014	001
9900	0.00000002	12.501	014	001
10000	0.00000002	12.504	014	001
