100	0.00000006	57.990	095	002
200	0.00000005	73.295	197	007
300	0.00000009	152.947	299	010
400	0.00000011	203.915	381	005
500	0.00000011	205.812	470	022
600	0.00000020	396.322	587	012
700	0.00000021	418.834	699	021
800	0.00000023	466.043	796	003
900	0.00000027	559.593	899	015
1000	0.00000026	479.447	999	005
1100	0.00000021	419.398	1091	019
1200	0.00000019	376.707	1188	015
1300	0.00000033	684.572	1279	004
1400	0.00000018	358.794	1358	059
1500	0.00000054	1109.589	1440	001
1600	0.00000029	596.961	1595	020
1700	0.00000038	936.778	1699	080
1800	0.00000020	513.941	1752	039
1900	0.00000045	1373.927	1893	027
2000	0.00000037	1270.889	1999	054
2100	0.00000022	858.818	2099	009
2200	0.00000037	1567.526	2186	004
2300	0.00000039	1651.532	2282	020
2400	0.00000033	1386.185	2390	004
2500	0.00000026	1080.868	2499	027
2600	0.00000025	1034.870	2589	015
2700	0.00000032	1322.187	2687	025
2800	0.00000037	1560.686	2781	105
2900	0.00000028	1192.607	2899	004
3000	0.00000036	1530.775	2983	009
3100	0.00000053	2297.519	3099	090
3200	0.00000032	1391.863	3177	021
3300	0.00000022	949.764	3258	039
3400	0.00000031	1341.514	3394	021
3500	0.00000036	1559.758	3423	072
3600	0.00000051	2230.798	3580	010
3700	0.00000046	1982.715	3699	014
3800	0.00000049	2125.992	3796	017
3900	0.00000062	2690.907	3841	001
4000	0.00000031	1288.953	3969	030
4100	0.00000059	2574.993	4070	088
4200	0.00000045	1979.403	4192	013
4300	0.00000037	1610.572	4220	030
4400	0.00000043	1874.319	4370	024
4500	0.00000067	2909.191	4484	053
4600	0.00000041	1769.582	4520	006
4700	0.00000049	2114.142	4624	002
4800	0.00000064	2799.384	4767	019
4900	0.00000078	3408.382	4887	063
5000	0.00000069	3018.288	4986	088
5100	0.00000064	2789.956	5093	008
5200	0.00000065	2823.694	5150	040
5300	0.00000069	3024.545	5245	060
5400	0.00000057	2514.091	5317	093
5500	0.00000031	1325.250	5466	015
5600	0.00000080	3549.689	5556	082
5700	0.00000043	1866.932	5679	017
5800	0.00000041	1759.544	5757	139
5900	0.00000073	3201.989	5871	051
6000	0.00000052	2288.312	5917	012
6100	0.00000059	2576.021	6089	066
6200	0.00000058	2555.989	6158	004
6300	0.00000032	1367.527	6298	112
6400	0.00000078	3373.974	6380	060
6500	0.00000067	2787.687	6366	175
6600	0.00000071	3035.557	6484	018
6700	0.00000053	2282.145	6694	024
6800	0.00000068	2903.487	6792	008
6900	0.00000093	3993.996	6880	014
7000	0.00000087	3708.022	6895	131
7100	0.00000093	4008.206	7099	027
7200	0.00000056	2422.597	7194	086
7300	0.00000105	4656.979	7279	024
7400	0.00000096	4255.352	7392	090
7500	0.00000067	2941.683	7499	114
7600	0.00000074	3259.497	7580	006
7700	0.00000060	2627.105	7521	037
7800	0.00000094	4142.621	7688	075
7900	0.00000088	3857.985	7823	020
8000	0.00000070	3081.784	7944	072
8100	0.00000132	5849.148	8023	105
8200	0.00000082	3618.588	8033	005
8300	0.00000128	5635.197	8224	246
8400	0.00000050	2203.796	8399	038
8500	0.00000131	5782.346	8430	193
8600	0.00000138	6102.585	8594	082
8700	0.00000153	6780.400	8666	016
8800	0.00000086	3789.069	8739	010
8900	0.00000134	5926.133	8837	057
9000	0.00000109	4798.506	8764	009
9100	0.00000107	4732.918	9046	006
9200	0.00000117	5190.492	9168	087
9300	0.00000095	4186.710	9280	008
9400	0.00000138	6093.529	9363	087
9500	0.00000112	4946.635	9481	181
9600	0.00000105	4592.832	9598	013
9700	0.00000114	5019.295	9680	026
9800	0.00000101	4475.642	9701	030
9900	0.00000125	5555.319	9890	012
10000	0.00000133	5891.150	9910	014
